review,label
date 23 04 18 16 51 objet objet voir tête complet suite conversation téléphonique personne plus désagrabl forcer main placer savoir essayer faire coté personne prend argent abandonner essayer voler remercier tout coeur dire debut trouver solution attendre pouvoir rembourser moins 200e venir 3 fois semaine refuge voire maint reprise appelé afin prendre rendre collegue dire quatres reprise responsable eter présent surcroit pouvoir meme visiter prendre mal patience attendre rappel voir retour part laisser mail matin final entendre dire vouloir donner oser demander rester calme dormirai mem dehors reponder appelle ni mail faire adopté informe déposer plainte contre,False
refug pension top conseil celui celle vouloir laisser vacance temps week end dame Monsieur occuper tout pensionnaire très gentil écoute courageux passionner celer voir ressentir plus bien réellement priorité nettoyage boxs enclore faire tout jour eau changer plusieurs fois jour constamment eau frais goûter prévoir après midi biscuit très bien traiter beaucoup compagnon jeu éviter tout ennuyer Monsieur gardien refuge donc présent jour nuit atout non négligeable bref beaucoup mérite gérer refuge si peu juste mot bravo,True
super refug pension sembler gens permettre mettre commentaire inutile jamais travailler refuge beaucoup travail dame travailler super courageux très gentil effectivement bien traiter changement eau donner goûter bonbon plus gardien jour nuit bref merci,True
compétence total endroit devoir connaître spa bon refaire monde voir patronne lieu refuser adoption gens estimer très sérieux explication façon garder occurrence cage appartement sic dire faire importer quoi veille bonheur chez futur maître,True
équipe restreindre très professionnel occupe beaucoup amour tout confier alimentation hygiène jeu promenade tout gérer sérieux passion objectif toujours faire mieux bien bravo,True
faire juste incroyable super chenil,True
dame gérer refuge malade mental accueil insulte agressivité car sonner porte ça empester alcool bureau jer droit entendre ceci traite bien foutre humain vérifier traiter vraiment bien,False
personnel bénévole super refuge très agréable chance trouver petit compagnon quelque mois remplir amour malheurseusement rejoindre pays ange personnel prendre vraiment soin vraiment bravo tout équipe bon continuation suite,True
fuir absolument rentrer craintif mettre semaine remettre peur refuser aller panier tester autre pension sud rentrer très bien sans aucun changement tout craintif éviter pension mesnil roi,False
depuis plusieurs année laisse temps vacance toujours retourner plaisir faire fête dès arrivée jamais souci revenir toujours propre bon santé recommander retourner al prochain vacance,True
très bien accueillir recommander pension continuez,True
séjour 6 jour régime alimentaire spécifique respecter perdre poids sentir très mauvais plus traitement médical donner état cage déplorable pleine litière urine gamelle eau vide sale déconseiller très fortement si aimer,False
shiber inu faire toujours fête propriétaire chenil colonie vacance grand merci kiki,True
excellent pension où laisser grand tranquillité esprit savoir vraie vacance grand espace excellent soin beaucoup attention recommander vivement pension,True
très mécontent moyen nouvelle téléphone répondre amus sans savoir façon écourter conversation chienne perdre tout poil quand récupérer lier stress extrême dixit vétérinaire,False
amener lors week end courant faire fête aller amoureux prendre soin vôtre,True
excellent pension clier depuis 10 an 2 aller toujours plaisir pension,True
adorable efficace écoute toujours bon conseil,True
lieux magique,True
trouver chambre ressembler prison fenêtre assez petit sentir mauver prix identique autre endroit i found the room for the cat looked like prison there wa no window and it wa quit small and smelly the price wa same other place,False
deux chow chow laboratoire noir aborder ici depuis année pouvoir dire personnel aimer vraiment toujours bien soigner heureux bon santé quand revenir savoir sécurité toujours priorité absolu lorsque déplacemer ile laborde chenil traite comme propre i have two dogs chow chow and black lab and they ve been boarding here for years you can tell that the staff truly lover and my dog are alway well cared for and happy and healthy when i return knowing that your pet i safe i alway top priority when you r traveling and the chenil ile laborde treat them like their own,False
juste excellent endroit koko adorer cela prendre soin bien fortement recommander just great place for my koko she love it and they take well care of her highly recomended,True
venir juste adopter petit milouse personnel écoute conner bien bien traiter vaccin jour privilégier adulte tellement attendre,True
accueil déplorable adopter adorer ailleurs accueil post adoption lamentable personnel aimable comme porte prison tout juste si visiteur curieux apprendre plus refuge voir chasser comme malpropre déconseiller tout prix si qualité rapport humain importer,False
accueil limite acceptable personnel peine motiver faire découvrir refuge très déçu irai adopter ailleurs copine essayer créer plus lien visiteur gagnerez,False
adopter dali petit vieux toujours malade peu handicaper physique bonheur refuge respect aiment donne 200 tout age tout race tout poids malade handicapé vieux charger jusqu fin naturel jusqu adoption conseil 3,True
accueil très peu chaleureux durer semaine celer donne mauvais impression entrée personnel tout concerner part jeune salarié aimable éviter,False
refuge gere vieux fou mal polir si idée passer moment chaleureux passer chemin effectivement ramener jour perdu depuis plusieurs mois trouver auparavant plusieurs famille dont aucun vouloir occuper donc décider amener accueil glacial limite incorrection triste constater type comportement part bénévole,False
tre bien rien signaler,True
visite faire don quelque petit chose demander possible rencontrer petit bête accepter volontier plutôt gentil connaître bien chaque résident adulte moins voir chaton devoir jalousement isoler sentiment découvrir grand court plutôt trop mal agencer nourriture boisson dispo panier cabane jouet cela gâter faire tout pouilleux majorité certain maladie peau bout oreille bouffer exema autre oeil plein brugnette comme conjonctivite bref cela pousse trop adopter comme triste surtout quand venir tout vers câliner bien malheureux penser celer déjà refuge meilleur allure entrer autre attitude part soignant très chaleureux certain trop protecteur autre penser refuge manqu cruellement moyen faire face al abandon augmenter dernier mois si devoir malheur séparer deux meme trouver comme celer mettre arriver 1 mois peine laisserai jamais là bas,False
bel adoption merci,True
très mauvais expérience maintenir cage pendant duree anormal raison vaseux peu considération futur adoptant tre mal soigner,False
plupart bénévole agréable part deux irrespectueux deux doigt insulter plus jamais revenir chercher là bas éviter si possible,False
association très bien tenir bénévole motiver dorloter accueillir visiteur merci tout chaton abandonner sauver seul bémol pension compter journée arrivée départ quand dépose 17h30 récupérer 13h30 donc cela fait peu cher voir service fourni top petit détail,True
lamentable personnel très très malaimabl supporter personne motiver demander nouveau chaton malade rqu réserver soigner très mal chaton stéréliser pleine cris corryza attente 2 semaine chaton voir veto risque perdre oeuil faire confiance al futur adoptant refuser chèque caution échange stériliser millimètre petit lorsqu mieux portant refuser prenne soigne corryza millimètre plutôt laisser cage sans voir veto refuser également voir chaton sou peine contaminer vouloir juste voir sans toucher final après mois attente retirer réservation motif passer veto nouveau non sauf chaque fois appeler jamais millimètre info étion très froidement éconduire adoptant sérieux motiver soucieux bien abstenir sou peine traumatiser info jour retirer réservation adopter chaton via asso tout suite faire confiance voir sérieux donc conseil autant chercher autre part pauvre,False
vraie mésaventure réserver celui ci donner quelqu autre quell colère quell déception plus vielle dame exécrable,False
comment décrire expérience adoption refuge associatif enfer personne air moitié motiver aider adopter montrer peu aimable absolument inflexible information contredire aucun compréhension fait oui quand adopter organiser recevoir mal traverser moitié région entendre dire chaque semaine peder mois date adoption repousser semaine supplémentaire plus encore quand confirmer date final adoption téléphone résultat profonde déception déception attacher finalement jamais déception devant incapacité communiquer bénévole déception face non organisation refuge souhaiter adopter refuge penser orienterai finalement vers solution plus classique adoption portée auprès connaissance spa structure plus encadrer,False
merci kazan adopter bon famille 12 octobre berger allemand maîtriser malgré peine donner heueux luire air bien nouveau famille merci association,True
aucun communication aucun organisation si vouloir adopter tout tranquillité fuir après premier visite 18 février craquer chaton annoncer devoir vacciner stériliser pouvoir récupérer 3 semaine plus tard retourner samedi suivant familiariser chaton avant pouvoir ramener chez annoncer pouvoir venir récupérer 3 semaine rappeler alors chaque semaine depuis toujours réponse trois semaine 11 mars retourner voir chaton là dire sterilisation possible avant fin mois ensuite deux semaine convalescence finalement bon nouveau appeler 22mar jour passage vétérinaire dire opérer lundi 27mar pouvoir venir récupérer sou quinze jour lundi 10 avril jeudi 30 mars appeler savoir si opération bien dérouler confirmer pouvoir venir chercher samedi 8 avril habiter 1h route horaire refuge permettre venir semaine arriver 8 avril tout nécessaire adoption refuser adoption dire convalescence terminer faire vétérinaire congé pouvoir venir voir mercredi passer personne prévenir 8 après deux mois attente sans jamais savoir quand possible venir récupérer plus celer apprendre jour deuxième vaccin administrer falloir attendre deux semaine supplémentaire dame charge refuge personne plus froid accepter appeler vétérinaire alors là applique procédure lettre alors aucun processus interne gens téléphone donne information contradictoire noter personne jamais demander si savoir occuper apre prendre disposition pendant 2moi demi weekend darriver chaton bout adopter magnifique adopter compagnon 15aines année celer reste plaisir éviter tout prix refuge,False
grace million animau meur pouvon acheter ette meilleur continuer,True
équipe très sympathique disponible,True
trop chou chaton,True
voyou revenir toujours pleine forme séjour sauvagère depuis nombreux année laisser pleine confiance deux séjour semaine mois merci professionnalisme sérieux amour,True
mounette habituer pension déménager rechercher autre pension revenir choriza déshydraté amorphe fond petit chambr vraiment bien plus médicament prendre lorsque luire aï demander rendre donner médicament luire appartenir diabète luire fait remarquer mettre quelque seconde comprendre assurer luire bien donner sien plus franchement agréable voir commentaire plusieurs rentrer chez choriza déshydraté aucune nouveau durer séjour pourtant pense voir comme prendre soin devoir temps plus déçu aï faire part vétérinaire conseiller pension,False
récupérer après trois semaine perdu 2 kilogramme hospitalisation coryza très affaiblir 600 euro frais vétérinaire vrai pouvoir transmettre virus responsabilité établissement vérifier santé confion réagir rapidement dire prendre temps assurer malade manque total professionnalism très déçu plus jamais,False
déçu également laisser long période récupérer tellement bourré noeud faire tondr toiletteuse retour poil long donc petit coup brosse 2 fois semaine juste 5min vraiment judicieux jamais seul noeud auparaver préciser demande propriétaire amener collier nom achète donc exprès perdu apparemment collier servir rien car accroche systématiquement grillager box dire tenir courir copier disparaître jamais retour seul point positif après dame rester libre quasiment tout séjour cependant connaître autre pension plus recommandable,False
confier sauvagère durer 7 jour récupérer léger coryza déshydrater poil plein noeud comme boire régalade fontaine amener fontaine eau récupérer état sordide pleine poil intérieur eau changer pendant semaine alors 4 box résultat boire déshydrater solder calcul outre coryza très mal depuis retour comprendre pourquoi finalement évacuer calcul grand douleur sang vétérinaire urgence sonder antibio anti inflammatoire échographie coût 600 euro devoir désormais manger croquette spécial jamais malade auparavant aucun problème urinaire endroit paraître très propre tenir compte bon commentaire surprendre maintenant plus jamais,False
troisième séjour pension là bas an somme très content accueil dialogue comportement personnalité adaptation faire luire selon caractère retourner certain récupérer content retrouver rassurer revoir petit humain grand confiance partir esprit tranquille laissant pension sauvagère toujours air serein moment arrivée,True
récupérer après séjour deux semaine pension retrouver 1 2 kilo moins totalement déshydrater épuiser devoir faire perfuser jour réhydratation plus revenir infection niveau dentaire devoir luire arracher dent aujourd hui trouver genre suivi inacceptable venir quelqu dire aimer recommander établissement,False
disponibilité compétence compréhension affection sincère envers sou responsabilité quel soulagement connaitre service lequel tout confiance,True
depuis vingtaine année chaque confier chatte sauvagère où toujours accueillir beaucoup attention bienveillance très bien soigner lieu très agréable offrir al petit pensionnaire espace vie large aéré extrêmement propre recommande vivement,True
encourager bon avis confier premier fois sauvagère regretton amèremer laisser pleine form récupérer 12 jour plus tard très mauvais état 1 kilo moins 1 4 poids énorme déshydraté sans appétit très fatiguer immédiatement emmener chez vétérinaire après examen prise sang frais supplémentaire diagnostiquer coryza propriétaire absent quand venir chercher malgré différent message laisser répondeur impossible luire parler directement actuellement sou antibiotique cortisone espérer juste aller mieux celer rester mauvais souvenir alors malchanc renouveler plus jamais expérience,False
chaterie vacance minou super bien tenir sympathique,True
3èm fois confier glouglou blanc roux photo sauvagère toujours féliciter matou chacun coin perso dormir pouvoir mettre nez dehors souhaitent ajouter maîtresse lieu tout organiser bien minou recommander vivement sauvagere tout amoureux,True
bonjour tenir faire partager expérience chatterie tout particulièrement propriétaire domaine assez réticent départ laisser deux quelqu connaître dont recevoir aucun recommandation rester perplexe prendre temps choix rendre cependant préférer faire visite improviste très bien accueillir dame expliquer comment passer séjour chez faire visiter petit coin terrasse cher compagnon vie très vite mettre confiance regarder attitude garder penser clair certain mesure sécurité devoir prendre garder ami tout sécurité parler exemple pénétrer seul enclore simplicité chichi tout clair dès départ voir ami évoluer environnement bien plus rassurant laisser semaine enfermer appartement après rendre donc décider mettre loulou métis chatterie avouer étai tout inquiet lors premier séjour force constater lorsque récupérer métis parfaitement intégré loulou bien très peureux origine laisser caresser propriétaire 3èm séjour passer partie vacance chatterie bref recommander,True
très bon pension laisser depuis plus 10 an séjour court long tout toujours très bien passer revenir forme semi liberté cohabitation passer très bien autre mme loiseleux attentif caractèr pensionnaire veille sentir bien colocataire box partir toujours esprit tranquille lorsque laisser là bas donc recommander sans hésiter pension,True
aller 3 fois an depuis 7 an rien redire sentir parfaitement bien recommander chatterie,True
pouvoir laisser félin,True
recommander pension petit lilou séjour long durée accès extérieur sécuriser place courir pension tenir passionné ami 4 patte plus hébergement apporter également papouille amour,True
très bon établissement dépose petit shiva court long séjour savoir entrer bon main récupérer toujours paisible pleine forme,True
tre bon expérience nessy passer 3 semaine pension sans aucun souci retrouver minette pleine forme recommander vivement,True
coucouné,True
tre aise tre bien gérer,True
fuir santé,False
etablissement confiance recommander chaudement sécurité pendant absence depuis tout petit semi liberté plupart temps sociabilise toujours peu plus contact autre accès extérieur clos hygiène calin soin qualité part mme loiseleux toujours rv sauvagère super pension,True
eh bien aimer bien idée donner voisin faire confiance quand partir vacance donc bon endroit celer après trois semaine récupérer aller très bien remarquer aucun changement comportement donne toujours 4 étoile car remarquer zone où pouvoir sortir assez petit détester pièce fermer well i definitely like the ideer of not having to give my cat to neighbor i don trust when i go away for holiday and so this i exactly th right place for that i got my cat back after three week he wa doing great and i didn notice any particular change in behaviour i still only give 4 star becaus i ve noticed th area where the cats can go outsid i pretty small and my cat hates closed room,True
confier oiseau lapine newton vraie relation confiance rapidement établir tout jour nouveau photo vidéo message voyait heureux joyeux al ange balade jeux retrouver plein copain copine recommander oeil fermer année nounou pensionnaire plus merci rendre vacance serein car savoir bien occuper superbement bien,True
auréli vraiment super nounou faire appel dès possible profite super week end ballade jeu excellent contact toujours al petit soin pouvoir aller oeil fermer,True
marcel passer super séjour nounou attentionner superbement occuper professionnel vigilante millier kilomètre tout confiance recommander vivement,True
auréli vraie professionnel plus super sympa naturel auréli occupe depuis presque 2 an aussi bien vacance balade semaine passage domicile seul chose dire formidable celer permettre partir sans culpabiliser tout confiance journée plus sure bien suffire voir fête luire faire quand arriver adorent aussi surtout hésiter,True
très heureux endroit aimer comme maison laisser toujours tout confiance merci tout faire,True
excellent partir vacance oeil fermer auréli professionnel consciencieux assidu heureux multiplier balade bravo bon continuation,True
auréli top personne confiance aimer occupe merveille donne beaucoup amour adapter habitude caractère prendre vraiment compte besoin hésiter luire confier petit compagnon parfait depuis 7 an garde régulièrement tite luna,True
petit lilou attendre impatience partir vacance afin aller passer vacance pension heureux hurle joie quand auréli venir chercher jeter regard lors départ celer vouloir tout dire pension super merci auréli,True
poupett jamais aussi heureux épanouie rentrer balade aurélie merci tout amour attention donner,True
gardien top aimer faire hava chienne amie ange dès là bas,True
super gentil disponible recommander,True
aurelie occupe bébé depuis près semaine etranger eter peu stressant vidéo tout jour ainsi photo quand voir petit nina courir joue copain totalement rassurer mari dire colonie vacance merci aurelie affection professionnalisme apporter petit bête chérir,True
connaître auréli déjà plus an rechercher personne confiance garder lapin amour vie très bon contact immédiatement vrai coup coeur car connaître tout particularité pinou bout chous tellement fragile si peu connaître grand public tout suite rassurer tout passer toujours parfaitement bien luigi séjourn morainvillier truff sereine laisson pendant année occasion vacance séjour long week end lorsque déménager photo vidéo tout jour tellement appréciable rassurant étranger surtout quand loin tellement envie parent connaître tranquillité confiance car vraie solution garde vivement conseiller faire garder bonheur famille pension heureux ravir 3 semaine bonheur jamais garder hors famille auréli formidable savoir très bien faire bonheur tout adapter âge envie luire aussi passé superbe vacance pouvoir voir photo vidéo courir grand air promener parc foret lac rencontrer cheval faire super photo groupe faire copain luire vraiment solitaire faire plaisir voir celer luire faire beaucoup bien air campagne luire manque déjà depuis retour luigi bonheur adresse grand merci nounou grand amour humour patience câlin,True
frimousse plusieurs fois garder aucun souci vacance maître recommander vivement,True
auréli vraiment super conner parfaitement pouvoir luire faire confiance oeil fermer,True
super nounou beagle besoin dépenser fan puisqu nounou faire grand ballade forêt voir footing continuer profiter vie familial comme maison très confortable savoir héberger excellente condition personne bon connaissance matière dressage soin apporter ami 4 patte vidéo live photo poster groupe priver fb permettre savoir permanence comment passer séjour tre symper bref recommander vivement merci aurelie helen,True
bonjour habiter depuis peu temps région deux magnifique terrien brésilien chercher pension accueillir bébé là trouver perle auréli pension heureux vrai passionné mercredi luire confier petit lola petit obi wan pouvoir défouler tout journée très heureux aurélie occuper bébé recommandon vivement encore merci auréli jm sm,True
super pro confier luire oeil fermer,True
gros coup cœur pension aussi bien professionnalisme amour tre dur laisser début 1 fois mois réunion mensuel travail maintenant aurelie faire parti famille occupe loly depuis 1 an demi tout semaine sortir ennui long journée maison lorsque travailler copain loly très long ballade défouler adoration aurelie famille voir comme loly attendre chaque semaine impossible passer aujourd hui,True
ca faire plusieurs année aurelie occupe pendant congé quand travail jamais penser jour autant confiance quelqu laisser pourtant cas suffire observer loulou voir occupe comme sien parce fête assurer grand merci aurelie famille moins aimant attentionner,True
joli endroit,True
